ticket_id,agent_id,agent_name,team_id,ticket_opened_at,ticket_closed_at,handle_time_seconds,closure_reason_code,closure_reason_group,channel,issue_category,resolution_status,transfer_count,is_escalation,survey_sent_flag,survey_sent_at,survey_completed_flag,survey_completed_at,csat_score,verbatim_comment,survey_trigger_method,day_of_week,hour_of_day,month_year,handle_time_bucket
TKT0000106,AGT026,Agent_026,TEAM3,2026-04-02T13:52:00,2026-04-02T14:00:32,512,ESCALATED_SUP,Escalated,phone,Emergency Services,resolved,0,False,0,,0,,,,,Thursday,14,2026-04,7-15min
TKT0000107,AGT028,Agent_028,TEAM1,2026-02-13T21:28:00,2026-02-13T21:34:47,407,RES_NO_FU,Resolved - No Follow-Up,chat,Remote Services,resolved,0,False,0,,0,,,,,Friday,21,2026-02,3-7min
TKT0000108,AGT020,Agent_020,TEAM1,2026-03-11T12:01:00,2026-03-11T12:19:35,1115,DUPLICATE,Administrative,phone,Connectivity,resolved,0,False,0,,0,,,,,Wednesday,12,2026-03,15+min
TKT0000109,AGT016,Agent_016,TEAM1,2026-03-04T19:16:00,2026-03-04T19:26:25,625,RES_NO_FU,Resolved - No Follow-Up,app,Diagnostics,resolved,0,False,0,,0,,,,,Wednesday,19,2026-03,7-15min
TKT0000110,AGT029,Agent_029,TEAM2,2026-04-15T10:05:00,2026-04-15T10:08:41,221,RES_NO_FU,Resolved - No Follow-Up,chat,Billing,resolved,0,False,0,,0,,,,,Wednesday,10,2026-04,3-7min
TKT0000111,AGT018,Agent_018,TEAM3,2026-05-29T14:41:00,2026-05-29T14:44:10,190,RES_NO_FU,Resolved - No Follow-Up,chat,Billing,transferred,2,False,0,,0,,,,,Friday,14,2026-05,3-7min
TKT0000112,AGT026,Agent_026,TEAM3,2026-01-29T13:44:00,2026-01-29T13:53:25,565,CLOSED_AUTO,Resolved - No Follow-Up,phone,Emergency Services,transferred,2,False,1,2026-01-30T13:53:25,0,,,,closure_code,Thursday,13,2026-01,7-15min
TKT0000113,AGT022,Agent_022,TEAM3,2026-03-08T14:35:00,2026-03-08T14:40:45,345,TRANSFERRED_EXT,Transferred,chat,Diagnostics,resolved,0,False,0,,0,,,,,Sunday,14,2026-03,3-7min
TKT0000114,AGT018,Agent_018,TEAM3,2026-03-04T18:29:00,2026-03-04T18:40:05,665,CLOSED_AUTO,Resolved - No Follow-Up,phone,Emergency Services,transferred,2,False,0,,0,,,,,Wednesday,18,2026-03,7-15min
TKT0000115,AGT009,Agent_009,TEAM2,2026-01-03T18:12:00,2026-01-03T18:21:21,561,RES_NO_FU,Resolved - No Follow-Up,phone,Navigation,transferred,2,False,0,,0,,,,,Saturday,18,2026-01,7-15min
TKT0000116,AGT024,Agent_024,TEAM1,2026-05-29T09:12:00,2026-05-29T09:18:23,383,TRANSFERRED_DEPT,Transferred,phone,Diagnostics,transferred,1,False,0,,0,,,,,Friday,9,2026-05,3-7min
TKT0000117,AGT016,Agent_016,TEAM1,2026-05-03T19:33:00,2026-05-03T19:36:43,223,SOLVED_SILENT,Resolved - No Follow-Up,app,Emergency Services,transferred,1,False,1,2026-05-04T19:36:43,1,2026-05-05T16:36:43,4.4,Agent was very helpful and resolved my issue quickly.,closure_code,Sunday,19,2026-05,3-7min
TKT0000118,AGT004,Agent_004,TEAM1,2026-02-17T10:23:00,2026-02-17T10:25:19,139,RES_NO_FU,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,0,,0,,,,,Tuesday,10,2026-02,0-3min
TKT0000119,AGT018,Agent_018,TEAM3,2026-02-12T07:03:00,2026-02-12T07:10:48,468,SOLVED_FIRST,Resolved - Customer Confirmed,app,Emergency Services,transferred,2,False,1,2026-02-13T07:10:48,1,2026-02-13T08:10:48,4.2,"Excellent service, very professional.",closure_code,Thursday,7,2026-02,7-15min
TKT0000120,AGT023,Agent_023,TEAM4,2026-05-16T20:48:00,2026-05-16T20:50:48,168,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,1,2026-05-16T22:50:48,0,,,,closure_code,Saturday,20,2026-05,0-3min
TKT0000121,AGT010,Agent_010,TEAM3,2026-04-05T14:21:00,2026-04-05T14:24:37,217,ESCALATED_SUP,Escalated,phone,Emergency Services,resolved,0,False,0,,0,,,,,Sunday,14,2026-04,3-7min
TKT0000122,AGT028,Agent_028,TEAM1,2026-03-16T14:04:00,2026-03-16T14:11:29,449,RES_NO_FU,Resolved - No Follow-Up,app,Diagnostics,transferred,3,False,1,2026-03-17T14:11:29,1,2026-03-18T01:11:29,3.9,,closure_code,Monday,14,2026-03,7-15min
TKT0000123,AGT022,Agent_022,TEAM3,2026-01-11T09:51:00,2026-01-11T09:58:00,420,RES_CONF,Resolved - Customer Confirmed,app,Emergency Services,transferred,1,False,1,2026-01-11T11:58:00,0,,,,closure_code,Sunday,9,2026-01,3-7min
TKT0000124,AGT003,Agent_003,TEAM4,2026-01-03T15:48:00,2026-01-03T15:51:01,181,RES_NO_FU,Resolved - No Follow-Up,chat,Remote Services,transferred,1,False,1,2026-01-04T15:51:01,0,,,,closure_code,Saturday,15,2026-01,3-7min
TKT0000125,AGT020,Agent_020,TEAM1,2026-01-30T19:33:00,2026-01-30T19:47:21,861,TRANSFERRED_EXT,Transferred,chat,Emergency Services,resolved,0,False,0,,0,,,,,Friday,19,2026-01,7-15min
TKT0000126,AGT028,Agent_028,TEAM1,2026-02-20T16:39:00,2026-02-20T16:53:03,843,DUPLICATE,Administrative,phone,Connectivity,resolved,0,False,0,,0,,,,,Friday,16,2026-02,7-15min
TKT0000127,AGT021,Agent_021,TEAM2,2026-02-09T17:05:00,2026-02-09T17:14:38,578,RES_NO_FU,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,1,2026-02-09T19:14:38,0,,,,closure_code,Monday,17,2026-02,7-15min
TKT0000128,AGT006,Agent_006,TEAM3,2025-12-23T09:00:00,2025-12-23T09:09:38,578,TRANSFERRED_DEPT,Transferred,chat,Billing,transferred,2,False,1,2025-12-23T11:09:38,0,,,,closure_code,Tuesday,9,2025-12,7-15min
TKT0000129,AGT023,Agent_023,TEAM4,2026-04-03T11:02:00,2026-04-03T11:11:38,578,TRANSFERRED_EXT,Transferred,phone,Emergency Services,transferred,1,False,1,2026-04-03T13:11:38,1,2026-04-05T12:11:38,4.4,Agent was very helpful and resolved my issue quickly.,closure_code,Friday,11,2026-04,7-15min
TKT0000130,AGT023,Agent_023,TEAM4,2026-06-01T20:29:00,2026-06-01T22:08:44,5984,SOLVED_SILENT,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,0,,0,,,,,Monday,22,2026-06,15+min
TKT0000131,AGT026,Agent_026,TEAM3,2026-05-22T19:59:00,2026-05-22T20:12:06,786,TRANSFERRED_EXT,Transferred,phone,Billing,transferred,1,False,0,,0,,,,,Friday,20,2026-05,7-15min
TKT0000132,AGT004,Agent_004,TEAM1,2026-01-30T17:09:00,2026-01-30T17:19:36,636,TRANSFERRED_DEPT,Transferred,phone,Navigation,unresolved,0,False,0,,0,,,,,Friday,17,2026-01,7-15min
TKT0000133,AGT002,Agent_002,TEAM3,2026-02-20T16:47:00,2026-02-20T16:50:54,234,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Billing,escalated,0,True,1,2026-02-21T16:50:54,0,,,,closure_code,Friday,16,2026-02,3-7min
TKT0000134,AGT004,Agent_004,TEAM1,2026-05-29T11:44:00,2026-05-29T11:49:41,341,ESCALATED_SUP,Escalated,phone,Remote Services,resolved,0,False,0,,0,,,,,Friday,11,2026-05,3-7min
TKT0000135,AGT018,Agent_018,TEAM3,2026-03-26T08:38:00,2026-03-26T09:11:59,2039,ESCALATED_SUP,Escalated,chat,Diagnostics,resolved,0,False,1,2026-03-26T11:11:59,1,2026-03-27T00:11:59,4.9,,closure_code,Thursday,9,2026-03,15+min
TKT0000136,AGT011,Agent_011,TEAM4,2026-02-06T07:05:00,2026-02-06T07:06:49,109,TRANSFERRED_EXT,Transferred,app,Remote Services,resolved,0,False,0,,0,,,,,Friday,7,2026-02,0-3min
TKT0000137,AGT001,Agent_001,TEAM2,2026-02-10T16:02:00,2026-02-10T16:06:49,289,DUPLICATE,Administrative,phone,Billing,escalated,0,True,0,,0,,,,,Tuesday,16,2026-02,3-7min
TKT0000138,AGT017,Agent_017,TEAM2,2026-03-27T21:17:00,2026-03-27T21:31:24,864,DUPLICATE,Administrative,app,Billing,resolved,0,False,0,,0,,,,,Friday,21,2026-03,7-15min
TKT0000139,AGT021,Agent_021,TEAM2,2025-12-27T14:22:00,2025-12-27T14:26:04,244,ESCALATED_SUP,Escalated,phone,Diagnostics,resolved,0,False,0,,0,,,,,Saturday,14,2025-12,3-7min
TKT0000140,AGT004,Agent_004,TEAM1,2026-02-26T13:44:00,2026-02-26T13:54:49,649,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Remote Services,resolved,0,False,1,2026-02-26T15:54:49,1,2026-02-28T03:54:49,5.0,,closure_code,Thursday,13,2026-02,7-15min
TKT0000141,AGT002,Agent_002,TEAM3,2025-12-26T12:16:00,2025-12-26T12:22:56,416,ESCALATED_SUP,Escalated,chat,Remote Services,resolved,0,False,1,2025-12-26T14:22:56,1,2025-12-27T09:22:56,4.6,,closure_code,Friday,12,2025-12,3-7min
TKT0000142,AGT027,Agent_027,TEAM4,2026-04-21T14:26:00,2026-04-21T14:30:15,255,DUPLICATE,Administrative,app,Emergency Services,resolved,0,False,0,,0,,,,,Tuesday,14,2026-04,3-7min
TKT0000143,AGT020,Agent_020,TEAM1,2026-05-13T14:48:00,2026-05-13T14:49:37,97,ESCALATED_SUP,Escalated,phone,Connectivity,transferred,1,False,1,2026-05-13T16:49:37,1,2026-05-15T09:49:37,3.4,Issue was resolved but took longer than expected.,closure_code,Wednesday,14,2026-05,0-3min
TKT0000144,AGT009,Agent_009,TEAM2,2026-01-06T21:18:00,2026-01-06T21:25:39,459,TRANSFERRED_DEPT,Transferred,chat,Navigation,resolved,0,False,0,,0,,,,,Tuesday,21,2026-01,7-15min
TKT0000145,AGT001,Agent_001,TEAM2,2026-05-08T19:15:00,2026-05-08T19:18:51,231,DUPLICATE,Administrative,phone,Remote Services,resolved,0,False,0,,0,,,,,Friday,19,2026-05,3-7min
TKT0000146,AGT001,Agent_001,TEAM2,2026-03-18T08:14:00,2026-03-18T08:20:12,372,TRANSFERRED_DEPT,Transferred,phone,Billing,transferred,2,False,0,,0,,,,,Wednesday,8,2026-03,3-7min
TKT0000147,AGT004,Agent_004,TEAM1,2026-01-12T14:59:00,2026-01-12T15:08:34,574,DUPLICATE,Administrative,app,Diagnostics,resolved,0,False,0,,0,,,,,Monday,15,2026-01,7-15min
TKT0000148,AGT009,Agent_009,TEAM2,2026-04-06T14:15:00,2026-04-06T14:27:19,739,ESCALATED_T2,Escalated,phone,Billing,resolved,0,False,0,,0,,,,,Monday,14,2026-04,7-15min
TKT0000149,AGT007,Agent_007,TEAM4,2026-04-13T18:56:00,2026-04-13T19:00:49,289,TRANSFERRED_EXT,Transferred,phone,Emergency Services,resolved,0,False,1,2026-04-14T19:00:49,1,2026-04-15T19:00:49,4.2,,closure_code,Monday,19,2026-04,3-7min
TKT0000150,AGT025,Agent_025,TEAM2,2026-03-01T21:50:00,2026-03-01T21:54:15,255,ESCALATED_T2,Escalated,app,Emergency Services,transferred,1,False,1,2026-03-02T21:54:15,1,2026-03-04T03:54:15,4.5,"Fast resolution, very satisfied.",closure_code,Sunday,21,2026-03,3-7min
TKT0000151,AGT027,Agent_027,TEAM4,2026-05-03T16:42:00,2026-05-03T16:44:46,166,CLOSED_AUTO,Resolved - No Follow-Up,chat,Connectivity,transferred,2,False,0,,0,,,,,Sunday,16,2026-05,0-3min
TKT0000152,AGT015,Agent_015,TEAM4,2026-04-06T12:21:00,2026-04-06T12:33:47,767,TRANSFERRED_DEPT,Transferred,app,Remote Services,transferred,1,False,1,2026-04-07T12:33:47,1,2026-04-09T07:33:47,2.8,Acceptable service.,closure_code,Monday,12,2026-04,7-15min
TKT0000153,AGT013,Agent_013,TEAM2,2026-02-24T20:12:00,2026-02-24T20:41:42,1782,ESCALATED_SUP,Escalated,phone,Remote Services,abandoned,0,False,0,,0,,,,,Tuesday,20,2026-02,15+min
TKT0000154,AGT013,Agent_013,TEAM2,2026-03-19T07:20:00,2026-03-19T07:33:51,831,RES_NO_FU,Resolved - No Follow-Up,chat,Billing,resolved,0,False,0,,0,,,,,Thursday,7,2026-03,7-15min
TKT0000155,AGT022,Agent_022,TEAM3,2026-01-11T14:02:00,2026-01-11T14:18:19,979,DUPLICATE,Administrative,app,Emergency Services,resolved,0,False,0,,0,,,,,Sunday,14,2026-01,15+min
TKT0000156,AGT028,Agent_028,TEAM1,2025-12-29T15:58:00,2025-12-29T16:02:05,245,DUPLICATE,Administrative,phone,Billing,resolved,0,False,0,,0,,,,,Monday,16,2025-12,3-7min
TKT0000157,AGT028,Agent_028,TEAM1,2025-12-23T14:50:00,2025-12-23T14:59:10,550,SOLVED_SILENT,Resolved - No Follow-Up,phone,Remote Services,abandoned,0,False,0,,0,,,,,Tuesday,14,2025-12,7-15min
TKT0000158,AGT023,Agent_023,TEAM4,2026-05-19T08:54:00,2026-05-19T09:05:33,693,ESCALATED_T2,Escalated,app,Billing,resolved,0,False,1,2026-05-20T09:05:33,0,,,,closure_code,Tuesday,9,2026-05,7-15min
TKT0000159,AGT011,Agent_011,TEAM4,2026-04-07T20:34:00,2026-04-07T20:34:41,41,DUPLICATE,Administrative,phone,Connectivity,resolved,0,False,0,,0,,,,,Tuesday,20,2026-04,0-3min
TKT0000160,AGT021,Agent_021,TEAM2,2026-02-15T10:47:00,2026-02-15T10:50:16,196,DUPLICATE,Administrative,phone,Diagnostics,resolved,0,False,0,,0,,,,,Sunday,10,2026-02,3-7min
TKT0000161,AGT023,Agent_023,TEAM4,2026-03-27T09:44:00,2026-03-27T10:05:04,1264,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Navigation,resolved,0,False,1,2026-03-27T12:05:04,0,,,,closure_code,Friday,10,2026-03,15+min
TKT0000162,AGT011,Agent_011,TEAM4,2026-02-17T12:23:00,2026-02-17T12:25:28,148,RES_CONF,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,1,2026-02-18T12:25:28,0,,,,closure_code,Tuesday,12,2026-02,0-3min
TKT0000163,AGT014,Agent_014,TEAM3,2026-05-27T19:11:00,2026-05-27T19:29:26,1106,TRANSFERRED_EXT,Transferred,phone,Remote Services,resolved,0,False,0,,0,,,,,Wednesday,19,2026-05,15+min
TKT0000164,AGT028,Agent_028,TEAM1,2026-04-10T21:37:00,2026-04-10T21:39:27,147,SOLVED_SILENT,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,0,,0,,,,,Friday,21,2026-04,0-3min
TKT0000165,AGT015,Agent_015,TEAM4,2026-02-07T14:16:00,2026-02-07T14:19:22,202,DUPLICATE,Administrative,chat,Emergency Services,resolved,0,False,0,,0,,,,,Saturday,14,2026-02,3-7min
TKT0000166,AGT022,Agent_022,TEAM3,2026-01-13T08:28:00,2026-01-13T08:37:17,557,TRANSFERRED_DEPT,Transferred,app,Emergency Services,unresolved,0,False,1,2026-01-15T08:37:17,1,2026-01-15T19:37:17,2.4,,closure_code,Tuesday,8,2026-01,7-15min
TKT0000167,AGT021,Agent_021,TEAM2,2026-05-29T11:29:00,2026-05-29T11:36:03,423,ESCALATED_T2,Escalated,phone,Connectivity,transferred,2,False,0,,0,,,,,Friday,11,2026-05,7-15min
TKT0000168,AGT013,Agent_013,TEAM2,2025-12-31T10:24:00,2025-12-31T10:29:08,308,ESCALATED_SUP,Escalated,app,Emergency Services,resolved,0,False,1,2026-01-01T10:29:08,0,,,,closure_code,Wednesday,10,2025-12,3-7min
TKT0000169,AGT023,Agent_023,TEAM4,2025-12-09T20:42:00,2025-12-09T21:02:24,1224,SOLVED_SILENT,Resolved - No Follow-Up,phone,Remote Services,resolved,0,False,0,,0,,,,,Tuesday,21,2025-12,15+min
TKT0000170,AGT028,Agent_028,TEAM1,2026-05-08T18:31:00,2026-05-08T18:33:49,169,RES_NO_FU,Resolved - No Follow-Up,phone,Connectivity,escalated,0,True,0,,0,,,,,Friday,18,2026-05,0-3min
TKT0000171,AGT020,Agent_020,TEAM1,2026-01-29T17:12:00,2026-01-29T17:18:02,362,CLOSED_AUTO,Resolved - No Follow-Up,app,Emergency Services,transferred,2,False,0,,0,,,,,Thursday,17,2026-01,3-7min
TKT0000172,AGT022,Agent_022,TEAM3,2026-05-27T20:08:00,2026-05-27T20:18:09,609,DUPLICATE,Administrative,phone,Diagnostics,transferred,2,False,0,,0,,,,,Wednesday,20,2026-05,7-15min
TKT0000173,AGT021,Agent_021,TEAM2,2026-02-21T19:28:00,2026-02-21T19:36:11,491,RES_CONF,Resolved - Customer Confirmed,phone,Diagnostics,resolved,0,False,1,2026-02-25T19:36:11,0,,,,closure_code,Saturday,19,2026-02,7-15min
TKT0000174,AGT005,Agent_005,TEAM2,2026-02-17T12:47:00,2026-02-17T12:51:20,260,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Connectivity,resolved,0,False,1,2026-02-17T14:51:20,1,2026-02-18T11:51:20,3.8,,closure_code,Tuesday,12,2026-02,3-7min
TKT0000175,AGT026,Agent_026,TEAM3,2026-04-18T15:58:00,2026-04-18T16:02:27,267,CLOSED_AUTO,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,0,,0,,,,,Saturday,16,2026-04,3-7min
TKT0000176,AGT030,Agent_030,TEAM3,2026-02-17T18:55:00,2026-02-17T19:07:11,731,ESCALATED_SUP,Escalated,phone,Billing,resolved,0,False,0,,0,,,,,Tuesday,19,2026-02,7-15min
TKT0000177,AGT003,Agent_003,TEAM4,2026-01-30T20:43:00,2026-01-30T20:55:37,757,SOLVED_FIRST,Resolved - Customer Confirmed,chat,Remote Services,transferred,1,False,1,2026-01-31T20:55:37,0,,,,closure_code,Friday,20,2026-01,7-15min
TKT0000178,AGT012,Agent_012,TEAM1,2026-03-15T07:16:00,2026-03-15T07:24:20,500,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Navigation,transferred,1,False,1,2026-03-15T09:24:20,1,2026-03-16T22:24:20,3.5,,closure_code,Sunday,7,2026-03,7-15min
TKT0000179,AGT015,Agent_015,TEAM4,2026-05-25T18:43:00,2026-05-25T18:46:45,225,CLOSED_AUTO,Resolved - No Follow-Up,phone,Remote Services,transferred,1,False,0,,0,,,,,Monday,18,2026-05,3-7min
TKT0000180,AGT013,Agent_013,TEAM2,2026-03-09T08:43:00,2026-03-09T08:47:32,272,DUPLICATE,Administrative,phone,Billing,transferred,1,False,0,,0,,,,,Monday,8,2026-03,3-7min
TKT0000181,AGT001,Agent_001,TEAM2,2026-04-26T12:58:00,2026-04-26T13:04:37,397,TRANSFERRED_EXT,Transferred,phone,Diagnostics,resolved,0,False,0,,0,,,,,Sunday,13,2026-04,3-7min
TKT0000182,AGT027,Agent_027,TEAM4,2026-05-19T13:07:00,2026-05-19T13:14:17,437,CLOSED_AUTO,Resolved - No Follow-Up,phone,Navigation,transferred,1,False,0,,0,,,,,Tuesday,13,2026-05,7-15min
TKT0000183,AGT002,Agent_002,TEAM3,2026-04-09T08:06:00,2026-04-09T08:15:51,591,SOLVED_SILENT,Resolved - No Follow-Up,phone,Remote Services,transferred,1,False,1,2026-04-09T10:15:51,1,2026-04-10T09:15:51,4.5,,closure_code,Thursday,8,2026-04,7-15min
TKT0000184,AGT005,Agent_005,TEAM2,2026-03-30T12:42:00,2026-03-30T12:47:50,350,ESCALATED_T2,Escalated,app,Billing,unresolved,0,False,1,2026-03-31T12:47:50,0,,,,closure_code,Monday,12,2026-03,3-7min
TKT0000185,AGT019,Agent_019,TEAM4,2026-03-20T17:06:00,2026-03-20T17:17:58,718,SOLVED_FIRST,Resolved - Customer Confirmed,app,Billing,escalated,0,True,1,2026-03-20T19:17:58,1,2026-03-22T11:17:58,3.4,,closure_code,Friday,17,2026-03,7-15min
TKT0000186,AGT009,Agent_009,TEAM2,2026-05-29T12:13:00,2026-05-29T12:24:52,712,RES_CONF,Resolved - Customer Confirmed,chat,Billing,transferred,2,False,1,2026-05-29T14:24:52,0,,,,closure_code,Friday,12,2026-05,7-15min
TKT0000187,AGT008,Agent_008,TEAM1,2025-12-29T17:23:00,2025-12-29T17:39:46,1006,CLOSED_AUTO,Resolved - No Follow-Up,phone,Navigation,resolved,0,False,0,,0,,,,,Monday,17,2025-12,15+min
TKT0000188,AGT013,Agent_013,TEAM2,2026-01-21T08:54:00,2026-01-21T09:00:49,409,SOLVED_SILENT,Resolved - No Follow-Up,chat,Navigation,transferred,1,False,0,,0,,,,,Wednesday,9,2026-01,3-7min
TKT0000189,AGT022,Agent_022,TEAM3,2026-05-17T17:38:00,2026-05-17T17:46:26,506,RES_NO_FU,Resolved - No Follow-Up,phone,Navigation,transferred,2,False,0,,0,,,,,Sunday,17,2026-05,7-15min
TKT0000190,AGT026,Agent_026,TEAM3,2026-04-27T10:04:00,2026-04-27T10:10:08,368,SOLVED_SILENT,Resolved - No Follow-Up,app,Connectivity,escalated,0,True,0,,0,,,,,Monday,10,2026-04,3-7min
TKT0000191,AGT019,Agent_019,TEAM4,2026-02-01T12:49:00,2026-02-01T12:52:47,227,RES_NO_FU,Resolved - No Follow-Up,app,Navigation,resolved,0,False,0,,0,,,,,Sunday,12,2026-02,3-7min
TKT0000192,AGT009,Agent_009,TEAM2,2026-01-06T15:16:00,2026-01-06T15:45:05,1745,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Diagnostics,escalated,0,True,1,2026-01-08T15:45:05,1,2026-01-09T09:45:05,3.2,,closure_code,Tuesday,15,2026-01,15+min
TKT0000193,AGT028,Agent_028,TEAM1,2026-03-05T19:50:00,2026-03-05T20:05:07,907,RES_NO_FU,Resolved - No Follow-Up,phone,Remote Services,transferred,1,False,0,,0,,,,,Thursday,20,2026-03,15+min
TKT0000194,AGT011,Agent_011,TEAM4,2026-01-17T11:03:00,2026-01-17T11:14:42,702,RES_CONF,Resolved - Customer Confirmed,phone,Diagnostics,transferred,1,False,1,2026-01-21T11:14:42,0,,,,closure_code,Saturday,11,2026-01,7-15min
TKT0000195,AGT014,Agent_014,TEAM3,2026-01-02T18:04:00,2026-01-02T18:10:39,399,TRANSFERRED_DEPT,Transferred,phone,Remote Services,resolved,0,False,1,2026-01-03T18:10:39,0,,,,closure_code,Friday,18,2026-01,3-7min
TKT0000196,AGT019,Agent_019,TEAM4,2026-03-29T15:14:00,2026-03-29T15:17:35,215,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Diagnostics,unresolved,0,False,1,2026-03-30T15:17:35,0,,,,closure_code,Sunday,15,2026-03,3-7min
TKT0000197,AGT026,Agent_026,TEAM3,2026-04-16T11:29:00,2026-04-16T11:42:18,798,DUPLICATE,Administrative,phone,Navigation,resolved,0,False,0,,0,,,,,Thursday,11,2026-04,7-15min
TKT0000198,AGT016,Agent_016,TEAM1,2026-03-23T17:06:00,2026-03-23T17:12:03,363,ESCALATED_T2,Escalated,chat,Navigation,resolved,0,False,1,2026-03-27T17:12:03,0,,,,closure_code,Monday,17,2026-03,3-7min
TKT0000199,AGT029,Agent_029,TEAM2,2025-12-20T09:17:00,2025-12-20T09:25:58,538,SOLVED_SILENT,Resolved - No Follow-Up,app,Remote Services,resolved,0,False,0,,0,,,,,Saturday,9,2025-12,7-15min
TKT0000200,AGT023,Agent_023,TEAM4,2026-03-11T16:33:00,2026-03-11T16:37:31,271,CLOSED_AUTO,Resolved - No Follow-Up,app,Remote Services,resolved,0,False,0,,0,,,,,Wednesday,16,2026-03,3-7min
TKT0000201,AGT014,Agent_014,TEAM3,2026-06-01T08:54:00,2026-06-01T09:01:58,478,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Diagnostics,resolved,0,False,1,2026-06-01T11:01:58,0,,,,closure_code,Monday,9,2026-06,7-15min
TKT0000202,AGT028,Agent_028,TEAM1,2026-01-31T13:21:00,2026-01-31T13:25:42,282,DUPLICATE,Administrative,chat,Billing,transferred,1,False,0,,0,,,,,Saturday,13,2026-01,3-7min
TKT0000203,AGT014,Agent_014,TEAM3,2026-02-22T13:20:00,2026-02-22T13:24:50,290,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Connectivity,resolved,0,False,1,2026-02-23T13:24:50,0,,,,closure_code,Sunday,13,2026-02,3-7min
TKT0000204,AGT022,Agent_022,TEAM3,2025-12-21T08:53:00,2025-12-21T09:00:54,474,ESCALATED_SUP,Escalated,phone,Navigation,transferred,3,False,1,2025-12-22T09:00:54,1,2025-12-22T22:00:54,2.4,,closure_code,Sunday,9,2025-12,7-15min
TKT0000205,AGT014,Agent_014,TEAM3,2026-03-09T19:08:00,2026-03-09T19:10:26,146,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Navigation,transferred,1,False,1,2026-03-10T19:10:26,0,,,,closure_code,Monday,19,2026-03,0-3min
TKT0000206,AGT019,Agent_019,TEAM4,2026-04-26T12:42:00,2026-04-26T12:44:30,150,TRANSFERRED_DEPT,Transferred,phone,Billing,transferred,2,False,0,,0,,,,,Sunday,12,2026-04,0-3min
TKT0000207,AGT012,Agent_012,TEAM1,2026-03-22T20:58:00,2026-03-22T21:02:03,243,DUPLICATE,Administrative,phone,Emergency Services,transferred,1,False,0,,0,,,,,Sunday,21,2026-03,3-7min
TKT0000208,AGT020,Agent_020,TEAM1,2026-03-04T08:36:00,2026-03-04T08:41:47,347,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,0,,0,,,,,Wednesday,8,2026-03,3-7min
TKT0000209,AGT016,Agent_016,TEAM1,2025-12-31T12:54:00,2025-12-31T13:06:15,735,RES_NO_FU,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,0,,0,,,,,Wednesday,13,2025-12,7-15min
TKT0000210,AGT019,Agent_019,TEAM4,2026-03-23T20:35:00,2026-03-23T20:41:00,360,RES_NO_FU,Resolved - No Follow-Up,app,Remote Services,abandoned,0,False,0,,0,,,,,Monday,20,2026-03,3-7min
TKT0000211,AGT022,Agent_022,TEAM3,2026-04-25T07:38:00,2026-04-25T07:44:38,398,DUPLICATE,Administrative,phone,Navigation,unresolved,0,False,0,,0,,,,,Saturday,7,2026-04,3-7min
TKT0000212,AGT006,Agent_006,TEAM3,2026-06-01T19:19:00,2026-06-01T19:24:29,329,SOLVED_SILENT,Resolved - No Follow-Up,phone,Navigation,unresolved,0,False,1,2026-06-01T21:24:29,0,,,,closure_code,Monday,19,2026-06,3-7min
TKT0000213,AGT006,Agent_006,TEAM3,2026-04-27T17:25:00,2026-04-27T17:33:25,505,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Connectivity,transferred,1,False,1,2026-04-29T17:33:25,0,,,,closure_code,Monday,17,2026-04,7-15min
TKT0000214,AGT024,Agent_024,TEAM1,2025-12-11T08:47:00,2025-12-11T08:50:46,226,DUPLICATE,Administrative,chat,Billing,resolved,0,False,0,,0,,,,,Thursday,8,2025-12,3-7min
TKT0000215,AGT015,Agent_015,TEAM4,2026-01-13T12:19:00,2026-01-13T12:25:13,373,CLOSED_AUTO,Resolved - No Follow-Up,app,Remote Services,resolved,0,False,0,,0,,,,,Tuesday,12,2026-01,3-7min
TKT0000216,AGT003,Agent_003,TEAM4,2026-01-12T09:48:00,2026-01-12T09:56:54,534,RES_CONF,Resolved - Customer Confirmed,app,Navigation,transferred,1,False,0,,0,,,,,Monday,9,2026-01,7-15min
